data,label,new_label
"{'id': 'IN8SYY', 'data': 'Noh', 'message_order': 1, 'comments': ['']}",location,4
"{'id': 'TXLUDM', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou,3
"{'id': '646HIG', 'data': 'hii', 'message_order': 4, 'comments': ['']}",notInterested,3
"{'id': '3MWG4F', 'data': 'assalamualaikum', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': 'WP6ZAX', 'data': 'Office address', 'message_order': 2, 'comments': ['']}",greeting,1
"{'id': '9O1Z6P', 'data': 'जय महाराष्ट्र', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': 'PIKWPC', 'data': ""I don't hv bike and license"", 'message_order': 4, 'comments': ['']}",greeting,4
"{'id': 'DRR952', 'data': 'hi', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': '4WREKB', 'data': 'Hii', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': 'LPU45J', 'data': 'Ok thnx bro', 'message_order': 4, 'comments': ['']}",notInterested,2
"{'id': 'J71D7C', 'data': 'K', 'message_order': 2, 'comments': ['']}",greeting,2
"{'id': '5LI5L1', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'NSDPFU', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",notInterested,3
"{'id': 'DFNWKA', 'data': '4 welar lagana hy', 'message_order': 1, 'comments': ['']}",whoAreYou,4
"{'id': 'PGUK1L', 'data': 'thank u computer', 'message_order': 4, 'comments': ['']}",whoAreYou,3
"{'id': 'GQ5RNL', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",location,3
"{'id': '3VX63W', 'data': 'I have my bicycle', 'message_order': 2, 'comments': ['']}",notInterested,4
"{'id': '14AGSB', 'data': 'Ledhu', 'message_order': 3, 'comments': ['']}",whoAreYou,5
"{'id': 'AA3HTM', 'data': 'But left ago 3months', 'message_order': 0, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'GM8Q28', 'data': 'I need clarity r else they will keep on calling and disturb', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': '6P8SF1', 'data': 'Gd night to all', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': '7WRB7O', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'NRJDRI', 'data': 'Chal be', 'message_order': 4, 'comments': ['']}",greeting,5
"{'id': 'V2IDT5', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': 'OU3DB3', 'data': 'I dnt want in swiggy', 'message_order': 3, 'comments': ['']}",greeting,4
"{'id': 'O49IQI', 'data': 'Sir kamm kis state me ha', 'message_order': 4, 'comments': ['']}",whoAreYou,1
"{'id': 'C5BIR0', 'data': 'okkk', 'message_order': 2, 'comments': ['']}",greeting,2
"{'id': 'B1HPEG', 'data': 'No bike', 'message_order': 1, 'comments': ['']}",location,4
"{'id': '5X4JY2', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",notInterested,3
"{'id': '0Q66BY', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",greeting,2
"{'id': '0XDJY8', 'data': 'Haii', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'JRF117', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'AITHHD', 'data': 'Licence hai', 'message_order': 5, 'comments': ['']}",greeting,6
"{'id': 'EYCCA0', 'data': 'hi', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': 'J4MZK8', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou,2
"{'id': 'G8JKJ7', 'data': 'Which area and when', 'message_order': 3, 'comments': ['']}",greeting,1
"{'id': 'KZJTWZ', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,2
"{'id': 'VI4ANW', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",whoAreYou,3
"{'id': 'HPIQ4H', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested,2
"{'id': 'HHP255', 'data': 'Kk', 'message_order': 5, 'comments': ['']}",greeting,2
"{'id': 'D1G7XR', 'data': '📷 Good morning have a nice day 👍👍😎😎', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'ZCOJ42', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'FA4JAV', 'data': 'Bro', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': 'PWKYFE', 'data': 'Sir job location kaha hai', 'message_order': 5, 'comments': ['']}",greeting,1
"{'id': '3KZ3ZL', 'data': 'Which is branch', 'message_order': 5, 'comments': ['']}",greeting,1
"{'id': '8JV6AN', 'data': 'learing i hve', 'message_order': 2, 'comments': ['']}",greeting,6
"{'id': '41ZRZH', 'data': 'Thanks', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': 'AY3I7L', 'data': 'Which place sir', 'message_order': 5, 'comments': ['']}",notInterested,1
"{'id': 'TNFX1R', 'data': 'Bhai', 'message_order': 4, 'comments': ['']}",notInterested,3
"{'id': 'Y49YBD', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",whoAreYou,2
"{'id': 'VUP6LR', 'data': 'Drop me the address', 'message_order': 1, 'comments': ['']}",whoAreYou,1
"{'id': 'AS6PSA', 'data': 'Hlo', 'message_order': 2, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'NS940I', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",greeting,2
"{'id': 'S3FFPH', 'data': 'Ok sir', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': 'CE9AZS', 'data': 'K', 'message_order': 5, 'comments': ['']}",greeting,2
"{'id': 'C6IJ95', 'data': 'Whr is your office', 'message_order': 2, 'comments': ['']}",greeting,1
"{'id': 'TMTAB1', 'data': 'Assalaamu alaikum', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': '27NXXM', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,2
"{'id': 'L0WHD1', 'data': 'Kaha pr h', 'message_order': 0, 'comments': ['']}",greeting,1
"{'id': '9AT0W5', 'data': 'Hii', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'R8EPY8', 'data': 'Where', 'message_order': 4, 'comments': ['']}",notInterested,1
"{'id': 'GA6CGU', 'data': 'Not Sure', 'message_order': 2, 'comments': ['']}",notInterested,4
"{'id': 'KNX041', 'data': 'Area', 'message_order': 1, 'comments': ['']}",greeting,1
"{'id': 'IGEYJ8', 'data': 'Sry i dnt have bike', 'message_order': 4, 'comments': ['']}",whoAreYou,4
"{'id': '6FW94R', 'data': 'Sorry l am not good ride vehicle.', 'message_order': 2, 'comments': ['']}",notInterested,4
"{'id': 'LVTKUI', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested,2
"{'id': 'KH8Q37', 'data': 'k', 'message_order': 1, 'comments': ['']}",whoAreYou,2
"{'id': 'TQPD14', 'data': 'no', 'message_order': 2, 'comments': ['']}",greeting,4
"{'id': '9S6X4Y', 'data': 'Sorry', 'message_order': 1, 'comments': ['']}",dontMeetRequirements,4
"{'id': '87TUHX', 'data': 'No', 'message_order': 2, 'comments': ['']}",whoAreYou,4
"{'id': 'UH09M8', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': '54U7M0', 'data': ""I don't want job"", 'message_order': 3, 'comments': ['']}",dontMeetRequirements,5
"{'id': 'QFSMMW', 'data': ""Don't send this type of messages to me"", 'message_order': 5, 'comments': ['']}",dontMeetRequirements,5
"{'id': 'VBCX6H', 'data': 'Hello i have bike license but i Sold my bike can you arrange bike for me', 'message_order': 2, 'comments': ['']}",greeting,4
"{'id': 'OI0M2X', 'data': 'Okay', 'message_order': 5, 'comments': ['']}",location,2
"{'id': '0K9Q6O', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'G8P8QZ', 'data': ""Don't have interest"", 'message_order': 4, 'comments': ['']}",greeting,5
"{'id': 'YDC49M', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': '7B3OP0', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': 'BQJTJO', 'data': 'Which pleas', 'message_order': 5, 'comments': ['']}",greeting,1
"{'id': 'AUQQ5B', 'data': 'Hai...sir', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': 'D3P2H5', 'data': 'How are you', 'message_order': 4, 'comments': ['']}",whoAreYou,3
"{'id': 'TOHAX6', 'data': 'No money to pay', 'message_order': 0, 'comments': ['']}",greeting,4
"{'id': 'ROHIJM', 'data': 'K', 'message_order': 2, 'comments': ['']}",dontMeetRequirements,2
"{'id': '54QUH2', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': 'UU5HMJ', 'data': 'Kkk', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': 'RH0VHM', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested,3
"{'id': 'NIIVUN', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'Y6VMKM', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'TI9VOC', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",notInterested,3
"{'id': 'YHEHJD', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested,2
"{'id': '060RTE', 'data': 'Thank you', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': 'TM5169', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': 'GVKYYO', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou,2
"{'id': 'NU6LNP', 'data': 'Vasai Virar mein hai swiggy delivery boy vacancy', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'HU0BV1', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': 'PDP4K1', 'data': 'i dont have bike', 'message_order': 1, 'comments': ['']}",notInterested,4
"{'id': '10KQRA', 'data': 'Hiii', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'K9ZXN4', 'data': 'LLR I have', 'message_order': 2, 'comments': ['']}",notInterested,6
"{'id': 'TVMZ6T', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting,2
"{'id': 'JU5FXN', 'data': ""But I don't have driving licence"", 'message_order': 4, 'comments': ['']}",whoAreYou,4
"{'id': '9JFJE6', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",location,3
"{'id': '4TAJ23', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': 'SRK4E8', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested,2
"{'id': 'S3NU9C', 'data': ""I don't have a bike"", 'message_order': 4, 'comments': ['']}",greeting,4
"{'id': '2MKV1C', 'data': 'Where', 'message_order': 0, 'comments': ['']}",whoAreYou,1
"{'id': 'JADE1A', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",location,2
"{'id': 'AM0RM7', 'data': 'Which area we will give', 'message_order': 5, 'comments': ['']}",notInterested,1
"{'id': 'LPPMTX', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': 'A95I1W', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",location,3
"{'id': 'LH64N5', 'data': 'I have ll', 'message_order': 1, 'comments': ['']}",whoAreYou,6
"{'id': 'WGVQZZ', 'data': 'Hi sir', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': '4GJ3EH', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",notInterested,3
"{'id': 'PIXBQ8', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': 'DB0FQZ', 'data': 'Give office', 'message_order': 1, 'comments': ['']}",greeting,1
"{'id': 'FXYJ4N', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou,3
"{'id': 'G898CI', 'data': 'Mere pass bike nahi', 'message_order': 3, 'comments': ['']}",greeting,4
"{'id': 'LFP665', 'data': 'Where is the office', 'message_order': 1, 'comments': ['']}",location,1
"{'id': 'PNJYTT', 'data': 'లేదు', 'message_order': 1, 'comments': ['']}",whoAreYou,3
"{'id': 'JZ4Q1N', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",dontMeetRequirements,2
"{'id': '91EU5D', 'data': 'Hii good morning', 'message_order': 2, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'IXXEKP', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",greeting,3
"{'id': '6OKD6T', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': '7Z2MZO', 'data': 'Kon banega core pati ka contest hai kya', 'message_order': 0, 'comments': ['']}",greeting,5
"{'id': 'RW16T9', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",greeting,3
"{'id': 'K25TVN', 'data': 'I have already done with this job', 'message_order': 3, 'comments': ['']}",notInterested,5
"{'id': 'E75P6C', 'data': 'Address', 'message_order': 1, 'comments': ['']}",notInterested,1
"{'id': '1EXM47', 'data': 'Nothing', 'message_order': 3, 'comments': ['']}",whoAreYou,4
"{'id': 'SY79PM', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': '5M7K12', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': 'ECHK4G', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'A76FK7', 'data': 'Good afternoon', 'message_order': 2, 'comments': ['']}",notInterested,3
"{'id': '5UATL0', 'data': 'sry', 'message_order': 3, 'comments': ['']}",location,4
"{'id': 'KFBY01', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",notInterested,3
"{'id': 'KALDLH', 'data': 'I lose my DL', 'message_order': 1, 'comments': ['']}",notInterested,4
"{'id': 'XS0HV4', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': 'OKW6I3', 'data': '2apply', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': '9WHTVP', 'data': 'Gm Chill climate ❄☃', 'message_order': 3, 'comments': ['']}",greeting,3
"{'id': 'TQR3IM', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': 'PJAV9W', 'data': 'Ye kis jegha h', 'message_order': 1, 'comments': ['']}",whoAreYou,1
"{'id': 'RCNHIC', 'data': ""Salam where it's job"", 'message_order': 3, 'comments': ['']}",greeting,1
"{'id': 'Q7Q5H2', 'data': 'How are you', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': '5372M4', 'data': 'OK I understand', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': '9JZJBJ', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': 'V4ZLXH', 'data': 'Hii', 'message_order': 3, 'comments': ['']}",greeting,3
"{'id': '6J6QZO', 'data': 'sorry', 'message_order': 0, 'comments': ['']}",greeting,4
"{'id': '9LQZ41', 'data': 'Bike ledhu', 'message_order': 0, 'comments': ['']}",dontMeetRequirements,4
"{'id': '0MB3SG', 'data': 'Kkk', 'message_order': 1, 'comments': ['']}",greeting,2
"{'id': '4Q9AAE', 'data': 'Thank you Unnati ..\n Not now, may be later', 'message_order': 1, 'comments': ['']}",notInterested,5
"{'id': 'AJ0WOW', 'data': 'Hai sir', 'message_order': 5, 'comments': ['']}",location,3
"{'id': 'G5COII', 'data': 'Where will be tge work', 'message_order': 3, 'comments': ['']}",whoAreYou,1
"{'id': '7PLMZY', 'data': 'Okya', 'message_order': 2, 'comments': ['']}",whoAreYou,2
"{'id': 'KONMI3', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': 'T7MMHV', 'data': 'Which place', 'message_order': 0, 'comments': ['']}",whoAreYou,1
"{'id': 'LSOUTN', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'HFPISV', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested,2
"{'id': 'PQ9NSC', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",location,3
"{'id': 'E160FF', 'data': 'Hyy', 'message_order': 4, 'comments': ['']}",location,3
"{'id': 'IZ8382', 'data': 'For which place you recruitment', 'message_order': 4, 'comments': ['']}",greeting,1
"{'id': 'P52E0Z', 'data': 'Thanks for your concern.', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': '82Z6KY', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested,3
"{'id': 'LD1PQU', 'data': 'Hi sir', 'message_order': 3, 'comments': ['']}",notInterested,3
"{'id': '1YDOQM', 'data': 'Please pura address d', 'message_order': 5, 'comments': ['']}",greeting,1
"{'id': 'H3TFCO', 'data': 'Bro', 'message_order': 2, 'comments': ['']}",whoAreYou,3
"{'id': 'VMYNZF', 'data': 'OK', 'message_order': 4, 'comments': ['']}",greeting,2
"{'id': 'DJQD1N', 'data': 'K', 'message_order': 3, 'comments': ['']}",greeting,2
"{'id': 'YG8O8I', 'data': 'Hiii', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'UWB4UD', 'data': 'O sorry no2', 'message_order': 3, 'comments': ['']}",whoAreYou,4
"{'id': '0C8H0P', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested,3
"{'id': 'AXFZS8', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested,2
"{'id': 'PQLKV1', 'data': 'Thanks...', 'message_order': 0, 'comments': ['']}",notInterested,3
"{'id': 'C72KVP', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou,3
"{'id': '73MOXR', 'data': 'No', 'message_order': 0, 'comments': ['']}",whoAreYou,4
"{'id': 'EPRHVV', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",location,3
"{'id': 'RD561G', 'data': 'I dnt have bike and dl i knw ridng bike', 'message_order': 0, 'comments': ['']}",whoAreYou,4
"{'id': '9MY9Z8', 'data': 'Thanks', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': 'EI3XPU', 'data': 'K', 'message_order': 3, 'comments': ['']}",notInterested,2
"{'id': 'V3JP51', 'data': 'Heyyyy', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'GAE7Z8', 'data': 'Oj', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': '3OHES1', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested,3
"{'id': '77NHQ0', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",notInterested,2
"{'id': 'X7EFSW', 'data': 'I have no bike .ie my problem.', 'message_order': 3, 'comments': ['']}",notInterested,4
"{'id': 'UWIM1K', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': 'EMP63J', 'data': 'Sorry not interested', 'message_order': 0, 'comments': ['']}",whoAreYou,5
"{'id': 'S39HPF', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'B6M9AZ', 'data': '😦voke', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': '8DN1FE', 'data': 'OK', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': 'N0WF7O', 'data': 'Good m', 'message_order': 1, 'comments': ['']}",whoAreYou,3
"{'id': 'Y6ILBH', 'data': 'I want online offline system other wise no chance then will be not interested', 'message_order': 0, 'comments': ['']}",greeting,5
"{'id': 'YYMM4F', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'XSK8VA', 'data': 'Gm', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'HSNVK8', 'data': 'Hiii', 'message_order': 1, 'comments': ['']}",greeting,3
"{'id': 'DUH700', 'data': 'hi', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': 'PJT1B8', 'data': 'Thanks for your concern MR. Varun.', 'message_order': 2, 'comments': ['']}",location,3
"{'id': 'G27K8X', 'data': 'Where', 'message_order': 1, 'comments': ['']}",whoAreYou,1
"{'id': 'TR1R17', 'data': ""brother I don't hav bike and DL also ..."", 'message_order': 1, 'comments': ['']}",dontMeetRequirements,4
"{'id': '9HZECA', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': '9MUKS2', 'data': 'Hlo', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': '2J4O9P', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",notInterested,3
"{'id': 'L715UO', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",whoAreYou,3
"{'id': 'RCERXE', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements,3
"{'id': '7LO6N6', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",notInterested,3
"{'id': 'TFJ48C', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",location,2
"{'id': 'ZSM7PQ', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou,2
"{'id': 'U6A2JI', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",dontMeetRequirements,2
"{'id': '4TRP1N', 'data': 'No thanks', 'message_order': 0, 'comments': ['']}",whoAreYou,5
"{'id': 'IWAYOE', 'data': ""You're making me angry seriously"", 'message_order': 1, 'comments': ['']}",whoAreYou,5
"{'id': 'SJZI46', 'data': 'ok', 'message_order': 4, 'comments': ['']}",whoAreYou,2
"{'id': 'TFOHO9', 'data': 'Gm', 'message_order': 0, 'comments': ['']}",greeting,3
"{'id': '4SSK7W', 'data': 'Would u provide twowheller', 'message_order': 1, 'comments': ['']}",greeting,4
"{'id': '0A6JR8', 'data': 'Can you tell me the place of Office', 'message_order': 1, 'comments': ['']}",notInterested,1
"{'id': 'G0TH5O', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",whoAreYou,2
"{'id': 'BKZ1J6', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",whoAreYou,3
"{'id': 'EW9UJG', 'data': 'OK', 'message_order': 1, 'comments': ['']}",location,2
"{'id': 'PZ9I9Z', 'data': 'Hallo', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': 'GQ4TYA', 'data': 'Oki bro', 'message_order': 0, 'comments': ['']}",greeting,2
"{'id': '6EELUO', 'data': 'Yes but i dont have license but i own a vehicle', 'message_order': 5, 'comments': ['']}",location,4
"{'id': 'TBKDCH', 'data': 'I got job sir dnt txt me sry', 'message_order': 0, 'comments': ['']}",greeting,5
"{'id': '0T2YON', 'data': 'Banane diya hi ...mere pass tha ...gum ho gaya hi', 'message_order': 4, 'comments': ['']}",greeting,4
"{'id': 'S3205O', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",greeting,2
"{'id': '6XRYY3', 'data': 'Learning license available', 'message_order': 0, 'comments': ['']}",dontMeetRequirements,6
"{'id': '61K6JL', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou,3
"{'id': 'K6IMRL', 'data': 'Bike nhi hu ga tu chil a gaa kya', 'message_order': 0, 'comments': ['']}",dontMeetRequirements,4
"{'id': 'Y2JVFL', 'data': ""Send me u r location.. i'll come there"", 'message_order': 4, 'comments': ['']}",dontMeetRequirements,1
"{'id': 'WYZEQ2', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': 'HVWP8Z', 'data': 'Where?', 'message_order': 2, 'comments': ['']}",greeting,1
"{'id': '52YASS', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': '9HOBF2', 'data': 'Land mark?', 'message_order': 1, 'comments': ['']}",greeting,1
"{'id': 'M1GGCR', 'data': 'hi', 'message_order': 1, 'comments': ['']}",notInterested,3
"{'id': '1GJPGR', 'data': 'Who are you to message me.Dont message me get lost first', 'message_order': 4, 'comments': ['']}",greeting,5
"{'id': '53T1KY', 'data': 'LLr', 'message_order': 4, 'comments': ['']}",notInterested,6
"{'id': '4AP665', 'data': 'K', 'message_order': 1, 'comments': ['']}",whoAreYou,2
"{'id': 'L25BG9', 'data': 'No say', 'message_order': 2, 'comments': ['']}",greeting,4
"{'id': 'DK1E3C', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': 'SBQZ44', 'data': 'Lekin mere pass draving lision nahi hai', 'message_order': 0, 'comments': ['']}",greeting,4
"{'id': 'J0XZ2W', 'data': 'Kk', 'message_order': 3, 'comments': ['']}",greeting,2
"{'id': 'KJ81D7', 'data': 'Which area bro', 'message_order': 3, 'comments': ['']}",greeting,1
"{'id': 'MKLRQR', 'data': 'hi', 'message_order': 3, 'comments': ['']}",notInterested,3
"{'id': 'E000HF', 'data': 'your location of branch', 'message_order': 0, 'comments': ['']}",whoAreYou,1
"{'id': 'SH6XR3', 'data': 'Thanks', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': '1R9KCY', 'data': 'Bye', 'message_order': 5, 'comments': ['']}",greeting,3
"{'id': 'MDBMGD', 'data': 'hii', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'L85U58', 'data': 'Kk', 'message_order': 0, 'comments': ['']}",greeting,2
"{'id': '083TIY', 'data': 'near by loction', 'message_order': 2, 'comments': ['']}",location,1
"{'id': 'K8JNRE', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'KB5UI6', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",location,3
"{'id': '5L8EYD', 'data': 'gn', 'message_order': 2, 'comments': ['']}",greeting,3
"{'id': 'M1TU4A', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou,2
"{'id': '22QESY', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou,3
"{'id': 'LNC1FM', 'data': 'Kkkk', 'message_order': 5, 'comments': ['']}",whoAreYou,2
"{'id': '058INJ', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",greeting,2
"{'id': 'OW1ZTF', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",whoAreYou,3
"{'id': 'JZJE4M', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements,3
"{'id': 'F69M16', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': '72CJBQ', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",notInterested,3
"{'id': 'PTY2SU', 'data': 'Mere pass paise nhi', 'message_order': 3, 'comments': ['']}",greeting,4
"{'id': 'QFQHPJ', 'data': ""Sir I had already worked here..\n I don't need food delivery orders"", 'message_order': 1, 'comments': ['']}",location,5
"{'id': 'U315PW', 'data': 'hi', 'message_order': 2, 'comments': ['']}",whoAreYou,3
"{'id': '6HH5JM', 'data': 'Where', 'message_order': 3, 'comments': ['']}",greeting,1
"{'id': 'WSRNNJ', 'data': 'M not interested for delivery jobs! Thank you', 'message_order': 2, 'comments': ['']}",whoAreYou,5
"{'id': '8AJTE1', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",dontMeetRequirements,2
"{'id': 'DE9TME', 'data': ""Ya\n But i don't have license"", 'message_order': 4, 'comments': ['']}",notInterested,4
"{'id': '668SMT', 'data': 'Which location', 'message_order': 4, 'comments': ['']}",greeting,1
"{'id': 'ASW8PM', 'data': 'I am not ready to deposit money', 'message_order': 1, 'comments': ['']}",whoAreYou,4
"{'id': 'UWSBSO', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting,3
"{'id': 'GM823K', 'data': 'Get lost', 'message_order': 4, 'comments': ['']}",greeting,5
"{'id': 'AUO7TV', 'data': 'Just llr', 'message_order': 3, 'comments': ['']}",notInterested,6
"{'id': 'JBEKLY', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",greeting,2
